date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:42:30	2497/2497	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202019%2009:31:47%20GMT	https://brandio.io/envato/iofrm/html/login5.html	C:/xampp/htdocs/loginku/brandio.io/envato/iofrm/html/login5.html	(from )
09:42:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20Feb%202023%2002:42:30%20GMT	https://brandio.io/robots.txt		(from )
09:42:31	162017/162017	---MCZ	200	added ('OK')	text/css	date:Wed,%2030%20Mar%202022%2022:05:59%20GMT	https://brandio.io/envato/iofrm/html/css/bootstrap.min.css	C:/xampp/htdocs/loginku/brandio.io/envato/iofrm/html/css/bootstrap.min.css	(from https://brandio.io/envato/iofrm/html/login5.html)
09:42:31	36599/36599	---M-Z	200	added ('OK')	text/css	date:Fri,%2007%20Jun%202019%2009:31:47%20GMT	https://brandio.io/envato/iofrm/html/css/fontawesome-all.min.css	C:/xampp/htdocs/loginku/brandio.io/envato/iofrm/html/css/fontawesome-all.min.css	(from https://brandio.io/envato/iofrm/html/login5.html)
09:42:31	43251/43251	---M-Z	200	added ('OK')	text/css	date:Wed,%2030%20Mar%202022%2022:13:06%20GMT	https://brandio.io/envato/iofrm/html/css/iofrm-style.css	C:/xampp/htdocs/loginku/brandio.io/envato/iofrm/html/css/iofrm-style.css	(from https://brandio.io/envato/iofrm/html/login5.html)
09:42:31	11601/11601	---MCZ	200	added ('OK')	text/css	date:Wed,%2030%20Mar%202022%2022:14:22%20GMT	https://brandio.io/envato/iofrm/html/css/iofrm-theme5.css	C:/xampp/htdocs/loginku/brandio.io/envato/iofrm/html/css/iofrm-theme5.css	(from https://brandio.io/envato/iofrm/html/login5.html)
09:42:32	8282/8282	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Mar%202022%2021:59:05%20GMT	https://brandio.io/envato/iofrm/html/index.html	C:/xampp/htdocs/loginku/brandio.io/envato/iofrm/html/index.html	(from https://brandio.io/envato/iofrm/html/login5.html)
09:42:32	3569/3569	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2008%20Feb%202023%2007:14:46%20GMT	https://brandio.io/envato/iofrm/html/images/logo-light.svg	C:/xampp/htdocs/loginku/brandio.io/envato/iofrm/html/images/logo-light.svg	(from https://brandio.io/envato/iofrm/html/login5.html)
09:42:32	57018/57018	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2008%20Feb%202023%2007:21:55%20GMT	https://brandio.io/envato/iofrm/html/images/graphic2.svg	C:/xampp/htdocs/loginku/brandio.io/envato/iofrm/html/images/graphic2.svg	(from https://brandio.io/envato/iofrm/html/login5.html)
09:42:33	2571/2571	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202019%2009:31:47%20GMT	https://brandio.io/envato/iofrm/html/register5.html	C:/xampp/htdocs/loginku/brandio.io/envato/iofrm/html/register5.html	(from https://brandio.io/envato/iofrm/html/login5.html)
09:42:33	2707/2707	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Jun%202019%2009:31:47%20GMT	https://brandio.io/envato/iofrm/html/forget5.html	C:/xampp/htdocs/loginku/brandio.io/envato/iofrm/html/forget5.html	(from https://brandio.io/envato/iofrm/html/login5.html)
09:42:34	21233/21233	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2030%20Mar%202022%2022:05:15%20GMT	https://brandio.io/envato/iofrm/html/js/popper.min.js	C:/xampp/htdocs/loginku/brandio.io/envato/iofrm/html/js/popper.min.js	(from https://brandio.io/envato/iofrm/html/login5.html)
09:42:34	86927/86927	---MCZ	200	added ('OK')	application/x-javascript	date:Fri,%2007%20Jun%202019%2009:31:47%20GMT	https://brandio.io/envato/iofrm/html/js/jquery.min.js	C:/xampp/htdocs/loginku/brandio.io/envato/iofrm/html/js/jquery.min.js	(from https://brandio.io/envato/iofrm/html/login5.html)
09:42:34	62440/62440	---MCZ	200	added ('OK')	application/x-javascript	date:Wed,%2030%20Mar%202022%2022:05:32%20GMT	https://brandio.io/envato/iofrm/html/js/bootstrap.min.js	C:/xampp/htdocs/loginku/brandio.io/envato/iofrm/html/js/bootstrap.min.js	(from https://brandio.io/envato/iofrm/html/login5.html)
09:42:35	948/948	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2019%20Jul%202021%2011:44:47%20GMT	https://brandio.io/envato/iofrm/html/js/main.js	C:/xampp/htdocs/loginku/brandio.io/envato/iofrm/html/js/main.js	(from https://brandio.io/envato/iofrm/html/login5.html)
09:42:35	99704/99704	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2008%20Feb%202023%2007:19:41%20GMT	https://brandio.io/envato/iofrm/html/webfonts/fa-brands-400.eot	C:/xampp/htdocs/loginku/brandio.io/envato/iofrm/html/webfonts/fa-brands-400.eot	(from https://brandio.io/envato/iofrm/html/css/fontawesome-all.min.css)
09:42:37	99704/99704	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2008%20Feb%202023%2007:19:42%20GMT	https://brandio.io/envato/iofrm/html/webfonts/fa-brands-400.eot?	C:/xampp/htdocs/loginku/brandio.io/envato/iofrm/html/webfonts/fa-brands-400d41d.eot	(from https://brandio.io/envato/iofrm/html/css/fontawesome-all.min.css)
